date,evenement,startDate,endDate
6 septembre 1413,Assemblée aux Bernardins : lUniversité soutient Gerson dans sa volonté de réforme.,1413.0,1413.0
9 septembre 1413,Pierre Gencien récupère la prévôté des marchands.,1413.0,1413.0
15 septembre 1413,Les restes du corps de Colinet du Puiseux sont dépendus et enterrés.,1413.0,1413.0
21 septembre 1413,La porte Saint-Martin est réouverte sur ordre des Armagnacs.,1413.0,1413.0
22 septembre 1413,André Marchant est préféré à Robert de la Heuse comme prévôt de Paris.,1413.0,1413.0
Octobre-nov. 1413,Les Armagnacs imposent leur autorité sur Paris et sur le gouvernement.,1413.0,1413.0
30 novembre 1413,Ouverture dun « Concile de la foi » pour juger Jean Petit et sa Justification.,1413.0,1413.0
4 décembre 1413,"Le dauphin, inquiet, écrit à Jean sans Peur pour réclamer sa protection.",1413.0,1413.0
12 décembre 1413,Publication dune première liste de pro-Bourguignons bannis.,1413.0,1413.0
16 janvier 1414,Lévêque de Paris et lUniversité se penchent à nouveau sur le cas Jean Petit.,1414.0,1414.0
29 janvier 1414,La reine Isabeau reçoit la reine Yolande de Sicile en son hôtel Barbette.,1414.0,1414.0
7-10 février 1414,"Le duc de Bourgogne et une petite armée, s'approchent de Paris sans y pénétrer.",1414.0,1414.0
9 février 1414,Le chancelier et les gens du Parlement patrouillent dans Paris pour montrer l'exemple.,1414.0,1414.0
12-23 février 1414,LUniversité se concerte et vote la condamnation de la Justification de Jean Petit.,1414.0,1414.0
16-17 février 1414,Le duc de Bourgogne est déclaré ennemi du roi et banni. Il séloigne de Paris.,1414.0,1414.0
27 février 1414,Les écrits et justifications favorables à Jean sans Peur sont brûlés devant Notre-Dame.,1414.0,1414.0
Mars 1414,Une épidémie de coqueluche s'abat sur Paris ; le Parlement est déserté.,1414.0,1414.0
2 mars 1414,"Le conseil, présidé par la reine, envisage la guerre contre le duc de Bourgogne.",1414.0,1414.0
17 mars 1414,LUniversité informe le monde de la condamnation des propositions de Jean Petit.,1414.0,1414.0
25 mars 1414,Un exemplaire de la Justification est lacéré publiquement devant Notre-Dame.,1414.0,1414.0
Avril 1414,"Louis, roi de Sicile, et le prévôt de Paris imposent une forte taille à la population.",1414.0,1414.0
14 mai 1414,Nouvelle liste de bannissement (dont Pierre Cauchon et Eustache de Laître).,1414.0,1414.0
28 mai 1414,Arrivée à Paris des prisonniers faits à Soissons et parmi eux : Raoul du Plessis.,1414.0,1414.0
Juillet 1414,Les maisons et moulins du pont Notre-Dame appartiendront aux prévôts et échevins.,1414.0,1414.0
Août 1414,"Un proche de Gerson, Jean de la Cloche, agressé en pleine assemblée aux Mathurins.",1414.0,1414.0
Août 1414,Les Armagnacs créent la confrérie de Saint-Laurent aux Blancs-Manteaux.,1414.0,1414.0
8 août 1414,Paris reçoit le comte de Salisbury et 500 Anglais avant le mariage du roi d'Angleterre.,1414.0,1414.0
13 septembre 1414,Toutes les cloches de Paris sonnent pour fêter la paix d'Arras.,1414.0,1414.0
13 octobre 1414,Le roi rentre à Paris sous une forte pluie.,1414.0,1414.0
Décembre 1414,Plusieurs épouses de partisans bourguignons sont bannies et expulsées à Orléans.,1414.0,1414.0
4 décembre 1414,"A lhôtel Saint-Pol, discours de Gerson vantant les mérites de Louis dOrléans.",1414.0,1414.0
Janvier 1415,Lévêque de Norwich vient en ambassade négocier une trêve entre Français et Anglais,1415.0,1415.0
5 janvier 1415,Gerson reprend son discours à Notre-Dame devant le roi et les princes.,1415.0,1415.0
Début février 1415,Grandes joutes royales rue Saint-Antoine.,1415.0,1415.0
19 février 1415,Tanguy du Châtel est nommé prévôt de Paris.,1415.0,1415.0
23 février 1415,L'action du duc de Brabant permet la conclusion officielle de la paix.,1415.0,1415.0
5 mars 1415,Les églises sonnent la paix signée à Arras entre Français et Bourguignons.,1415.0,1415.0
6 mars 1415,Les princes de sang et les conseillers du Parlement jurent la paix.,1415.0,1415.0
Mars-avril 1415,Les pluies abondantes font déborder la Seine et inonder les marais.,1415.0,1415.0
22 mai 1415,Le Conseil ordonne une levée pécuniaire pour reprendre la guerre contre les Anglais.,1415.0,1415.0
19 août 1415,Réunion de la Nation de Picardie à St-Julien-le-Pauvre. Gerson y est très contesté.,1415.0,1415.0
21 août 1415,"Assemblée des canonistes, contre Gerson et pour le duc de Bourgogne.",1415.0,1415.0
Début sept. 1415,"Le duc de Guyenne, puis le roi, quittent Paris pour combattre les Anglais.",1415.0,1415.0
7 septembre 1415,"Le chanoine Fusoris, accusé de trahison, est emprisonné au Petit Châtelet.",1415.0,1415.0
21 septembre 1415,Des membres de la faculté de médecine demandent au prévôt la libération de Fusoris.,1415.0,1415.0
10 octobre 1415,Philippe de Breban remplace Pierre Gencien comme prévôt des marchands.,1415.0,1415.0
26 octobre 1415,Paris apprend la nouvelle du désastre d'Azincourt  [la veille].,1415.0,1415.0
18 décembre 1415,"Mort de Louis, troisième fils du roi.",1415.0,1415.0
23 décembre 1415,"A Notre-Dame, obsèques de Louis, duc de Guyenne, fils aîné du roi [mort le 18].",1415.0,1415.0
30 décembre 1415,Bernard dArmagnac est connétable de France et devient le maître du gouvernement.,1415.0,1415.0
25 janvier 1416,Séjour à Paris du duc Jean V de Bretagne ; il y reçoit des universitaires.,1416.0,1416.0
Février 1416,Le roi et le recteur bannissent quarante maîtres ayant soutenu Jean Petit.,1416.0,1416.0
1er-20 mars 1416,Paris reçoit en grande pompe l'empereur Sigismond.,1416.0,1416.0
18 mars 1416,Révision du procès de Pierre des Essarts [exécuté en 1413].,1416.0,1416.0
13-19 avril 1416,Échec d'un complot élaboré par des partisans pro-Bourguignons.,1416.0,1416.0
24 avril 1416,"Suite au complot, Robert de Belloy et maître Regnaut sont exécutés aux Halles.",1416.0,1416.0
28 avril 1416,"Nicolas d'Orgemont, chanoine de Notre-Dame, est condamné à la prison à perpétuité.",1416.0,1416.0
2 mai 1416,Nouvelles exécutions en représailles au complot.,1416.0,1416.0
8-11 mai 1416,Plusieurs mesures sont prises pour éviter un soulèvement populaire.,1416.0,1416.0
13-15 mai 1416,"Le roi fait abattre la Grande-Boucherie du Châtelet, soi-disant pour cause d'insalubrité",1416.0,1416.0
15 juin 1416,"Mort de Jean, duc de Berry.",1416.0,1416.0
Août 1416,Les privilèges dont bénéficiaient les bouchers sont considérablement réduits.,1416.0,1416.0
13 août 1416,Les Bourguignons sont aux portes de Paris et pillent les alentours.,1416.0,1416.0
19 août 1416,Les théologiens doivent signer un rôle condamnant les assertions de Jean Petit.,1416.0,1416.0
Début sept. 1416,Nouvelle distribution des lieux de vente des bouchers à Paris.,1416.0,1416.0
1er octobre 1416,Les juristes vont délibérer sur la condamnation la Justification.,1416.0,1416.0
Octobre 1416,Construction de la nouvelle boucherie du cimetière Saint-Jean.,1416.0,1416.0
18 novembre 1416,"Les juristes, après de longues concertations, se prononcent aussi contre la Justification",1416.0,1416.0
14 janvier 1417,Deux bourgeois partent à Compiègne demander au dauphin de venir protéger Paris.,1417.0,1417.0
20 février 1417,La monnaie du duc de Bretagne et celle du duc de Bourgogne sont interdites.,1417.0,1417.0
Avril 1417,"Louis de Bois-Bourdon, garde de la reine, est mis en un sac et jeté à la Seine.",1417.0,1417.0
5 avril 1417,On apprend la mort du dauphin Jean de France. Charles devient le nouveau dauphin.,1417.0,1417.0
31 mai 1417,Obligation pour tous les gens de Paris de curer ou faire curer les rues à leur frais.,1417.0,1417.0
Début juin 1417,Un pont-levis est installé à la porte Saint-Antoine.,1417.0,1417.0
5 août 1417,Les gens du Parlement prêtent serment au roi.,1417.0,1417.0
Août-oct. 1417,De nombreuses processions sont organisées par crainte du retour de Jean sans Peur.,1417.0,1417.0
Automne 1417,"Par crainte des Bourguignons, la ville est en état de siège et les prix flambent.",1417.0,1417.0
Septembre 1417,Grève de lUniversité : la reprise des cours est reportée à la Toussaint.,1417.0,1417.0
8 septembre 1417,Étienne de Bonpuits est nommé prévôt des marchands.,1417.0,1417.0
12 septembre 1417,Guillaume Cirasse remplace Étienne de Bonpuits nommé quatre jours plus tôt.,1417.0,1417.0
Mi-septembre 1417,Larmée de Jean sans Peur enserre peu à peu Paris.,1417.0,1417.0
Octobre 1417,"Impôt sur le sel, sous forme d'achat obligatoire.",1417.0,1417.0
16 novembre 1417,Les franciscains et les augustins renoncent à prêcher et à confesser hors de leurs murs.,1417.0,1417.0
10 décembre 1417,On apprend que les sceaux de la ville de Paris ont été volés.,1417.0,1417.0
16 février 1418,La reine décide que le Parlement et la Cour des Comptes se tiendront à Troyes.,1418.0,1418.0
26 février 1418,Plusieurs maîtres sont incarcérés pour avoir approuvé lélection de Martin V.,1418.0,1418.0
7 mars 1418,Les maîtres sont libérés mais doivent venir présenter des excuses à lhôtel Saint-Pol.,1418.0,1418.0
22 mars 1418,Mort de Nicolas Flamel.,1418.0,1418.0
12 avril 1418,Un appel est lancé à tous les gens d'armes pour qu'ils aillent aider le roi à Senlis.,1418.0,1418.0
Pâques 1418,Neige abondante ; le bois de chauffage manque cruellement.,1418.0,1418.0
14 avril 1418,Te Deum à Notre-Dame pour le nouveau pape Martin V.,1418.0,1418.0
24 avril 1418,Retour du roi après l'échec du siège de Senlis.,1418.0,1418.0
Mi-mai 1418,"Des légats du pape annoncent, à tort, un accord de paix.",1418.0,1418.0
28-29 mai 1418,"Nuitamment, des Parisiens ouvrent la porte Saint-Germain à 200 Bourguignons.",1418.0,1418.0
29 mai 1418,Tanguy du Châtel enlève le fils aîné du roi et l'emmène à Melun.,1418.0,1418.0
29-31 mai 1418,Plus de 500 Armagnacs sont massacrés par le peuple et par les Bourguignons.,1418.0,1418.0
30 mai 1418,Guy de Bar remplace Tanguy du Châtel comme prévôt de Paris.,1418.0,1418.0
31 mai 1418,Bernard dArmagnac est arrêté.,1418.0,1418.0
1er juin 1418,Les Armagnacs tentent sans succès une percée par la porte Saint-Antoine.,1418.0,1418.0
2 juin 1418,"Au Louvre, préparation d'une ambassade pour rappeler le dauphin à Paris.",1418.0,1418.0
3 juin 1418,"Annulation de l'ambassade, le dauphin, s'étant éloigné.",1418.0,1418.0
6 juin 1418,Le comte d'Armagnac est transféré du Petit Châtelet en la grosse tour du Palais.,1418.0,1418.0
6 juin 1418,Noël Marchand est nommé prévôt des marchands.,1418.0,1418.0
8 juin 1418,Une ambassade est constituée pour aller négocier la paix avec le dauphin et la reine.,1418.0,1418.0
12 juin 1418,Plusieurs milliers de prisonniers armagnacs sont massacrés par la population.,1418.0,1418.0
13-14 juin 1418,Le corps mutilé de Bernard dArmagnac est trainé dans les rues.,1418.0,1418.0
18 juin 1418,Jean de Villiers de l'Isle-Adam est fait maréchal de France par le roi.,1418.0,1418.0
23 juin 1418,Des chaînes de fer entravent à nouveau les rues de Paris.,1418.0,1418.0
3 juillet 1418,"Pour calmer les esprits, une grande procession est organisée à Notre-Dame.",1418.0,1418.0
3 juillet 1418,"Rue aux Ours, un soldat suisse frappe une statue de la Vierge qui se met à saigner.",1418.0,1418.0
8 juillet 1418,Une brève incursion des Armagnacs aux portes de Paris ranime les tensions.,1418.0,1418.0
14 juillet 1418,La reine regagne Paris en compagnie de Jean sans Peur : grande joie dans la ville.,1418.0,1418.0
15 juillet 1418,Le duc de Bourgogne reçoit la contrition dune délégation de lUniversité.,1418.0,1418.0
22-31 juillet 1418,Réforme du Parlement : Jean sans Peur impose les hommes de son parti.,1418.0,1418.0
28 juillet 1418,Le Bourguignon Philippe de Morvilliers devient premier président du Parlement.,1418.0,1418.0
9 août 1418,"Par ses déclarations, lUniversité tente de se disculper de son soutien aux Armagnacs.",1418.0,1418.0
Mi-août 1418,"La disette, lépidémie et la peur créent une grande tension dans les rues de Paris.",1418.0,1418.0
20-21 août 1418,"Exaspérée par le blocus des Armagnacs, la foule tue des centaines de prisonniers.",1418.0,1418.0
21 août 1418,L'hôtel du duc de Bourbon et plusieurs autres sont mis à sac.,1418.0,1418.0
21-25 août 1418,"Jean sans Peur, aidé par les bourgeois, décide de réprimer linsurrection.",1418.0,1418.0
26 août 1418,"Le bourreau Capeluche, un des meneurs pendant les massacres, est décapité.",1418.0,1418.0
Fin août 1418,Canicule et épidémie sur la ville.,1418.0,1418.0
Fin août 1418,On recrute parmi les émeutiers pour aller combattre les Armagnacs à Montlhéry.,1418.0,1418.0
Septembre 1418,Recrudescence de lépidémie et renchérissement dramatique des denrées.,1418.0,1418.0
10 septembre 1418,"Depuis le 24 août, 1 600 bourgeois de Paris ont prêté serment au duc de Bourgogne.",1418.0,1418.0
10-15 sept. 1418,Retour des hommes d'armes parisiens et contre-attaque des gens de Montlhéry.,1418.0,1418.0
16 septembre 1418,On apprend quun traité de paix aurait été signé à Saint-Maur.,1418.0,1418.0
19 septembre 1418,Le traité de paix avec le duc de Bourgogne est dénoncé par le Dauphin.,1418.0,1418.0
Fin septembre 1418,On apprend que le dauphin a créé un parlement à Poitiers.,1418.0,1418.0
Octobre-nov. 1418,Une épidémie fait mourir des dizaines de milliers de Parisiens.,1418.0,1418.0
3 octobre 1418,Les bouchers de Paris se voient restituer leurs anciens droits.,1418.0,1418.0
3 octobre 1418,Le chevalier Guy de Bar reprend la fonction de prévôt de Paris.,1418.0,1418.0
14 octobre 1418,Le roi a ordonné la levée d'une nouvelle aide sur le vin pendant dix mois.,1418.0,1418.0
15 octobre 1418,Assemblée au Parlement pour améliorer l'approvisionnement en vivres de Paris.,1418.0,1418.0
22 octobre 1418,Des mesures concrètes sont prises pour protéger l'approvisionnement de la ville.,1418.0,1418.0
27 octobre 1418,Eustache de Pavilly critique Jean sans Peur pour son inaction face aux Anglais.,1418.0,1418.0
27 octobre 1418,LUniversité obtient dêtre exemptée de la nouvelle taxe sur le vin.,1418.0,1418.0
Novembre 1418,"Début des travaux de reconstruction de la Grande-Boucherie, devant le Châtelet.",1418.0,1418.0
3 novembre 1418,Assemblée à Notre-Dame pour la révocation des lettres contre le duc de Bourgogne.,1418.0,1418.0
15 novembre 1418,Réunion au Parlement pour décider des mesures à prendre avant le départ du roi.,1418.0,1418.0
24 novembre 1418,Le roi et le duc de Bourgogne quittent Paris pour aller contrer les Anglais à Rouen.,1418.0,1418.0
25 novembre 1418,"Procession des Saintes Reliques, de la Sainte-Chapelle à Notre-Dame.",1418.0,1418.0
Décembre 1418,L'approvisionnement de la ville est de plus en plus problématique.,1418.0,1418.0
1er décembre 1418,Réunion du Conseil pour délibérer sur les mesures assurant la tranquillité de la ville.,1418.0,1418.0
10 janvier 1419,Le Parlement réfute lexemption de la taxe sur le vin pour lUniversité.,1419.0,1419.0
28 janvier 1419,"Par lettres royales, le comte de Saint-Pol est nommé gouverneur de Paris.",1419.0,1419.0
3 février 1419,Gilles de Clamecy est élu prévôt de Paris par les conseillers du Parlement.,1419.0,1419.0
18 février 1419,Deux augustins de Bourges sont soupçonnés de conspiration à Paris.,1419.0,1419.0
21 février 1419,Assemblée au Parlement pour évoquer le ravitaillement et la sécurité de la ville.,1419.0,1419.0
22 février 1419,Annonce au Parlement d'une trêve avec les Anglais jusqu'à Quasimodo.,1419.0,1419.0
Mars 1419,"Alors que les Anglais s'approchent de Paris, les prix continuent d'augmenter.",1419.0,1419.0
13 mars 1419,"Une lettre du dauphin, se disant régent du royaume, est lue au Parlement.",1419.0,1419.0
9 mai 1419,"Mort de Nicolas de Baye, greffier au Parlement, chanoine de Notre-Dame.",1419.0,1419.0
17 mai 1419,"Le roi, la reine et Jean sans Peur sont arrivés au château de Vincennes.",1419.0,1419.0
28 mai 1419,"Une trêve est conclue entre les Bourguignons, les Anglais et les gens du Dauphin.",1419.0,1419.0
8-9 juin 1419,De gros arrivages de denrées peuvent enfin entrer à Paris.,1419.0,1419.0
Mi-juillet 1419,De grandes fêtes sont données en l'honneur du Traité de paix signé à Pouilly.,1419.0,1419.0
19 juillet 1419,Procession daction de grâce organisée à Saint-Martin-des-Champs.,1419.0,1419.0
31 juillet 1419,"Des colonnes de réfugiés chassés de Pontoise par les Anglais, arrivent à Paris.",1419.0,1419.0
31 juillet 1419,Charles VI et Jean sans Peur quittent Paris pour Lagny.,1419.0,1419.0
