evenement,startyear,endyear,commentaire
Hugues Aubriot s'évade de la prison de l'évêché et quitte Paris pour la Bourgogne.,1382.00,1382.00,
L'impôt est suspendu : la paix revient.,1382.00,1382.00,
Quelques émeutiers meneurs sont arrêtés et exécutés.,1382.00,1382.00,
Le roi accorde l'amnistie générale.,1382.00,1382.00,
Le roi obtient la soumission des bourgeois. Ils devront payer 80 000 francs au Trésor.,1382.00,1382.00,
"De retour de Flandres, Charles VI et ses troupes rentrent à Paris.",1383.00,1383.00,
Trois des principaux meneurs des émeutes de mars 1382 sont décapités.,1383.00,1383.00,
La répression continue : six meneurs sont exécutés.,1383.00,1383.00,
Le roi rétablit l'impôt indirect sur toutes les marchandises.,1383.00,1383.00,
Suppression de la prévôté des marchands en représailles à l'émeute des Maillotins.,1383.00,1383.00,
L'Université de Paris reconnait le pape Clément VII.,1383.00,1383.00,
Le pape autorise les Carmes à acheter le collège de Dace pour agrandir leur monastère,1383.00,1383.00,
Le roi repart en Flandre pour en chasser les Anglais.,1383.00,1383.00,
Le dauphin est emmené pour rejoindre sa mère à Melun.,1405.00,1405.00,
Procession des clercs nu-pieds pour soutenir le roi contre les Anglais.,1383.00,1383.00,
"Mort d'Aimery de Magnac, évêque de Paris.",1383.00,1383.00,
Pierre II d'Orgemont est évêque de Paris.,1384.00,1384.00,
Le duc de Berry va agrandir considérablement l'hôtel de Nesle.,1385.00,1385.00,
"Charles VI se rend à Amiens pour son mariage, accompagné de son oncle.",1385.00,1385.00,
Le roi accorde aux Filles-Dieu de prélever l'eau à la fontaine du Ponceau-St-Denis.,1386.00,1386.00,
Charles VI quitte Paris. Il reviendra à la Toussaint.,1386.00,1386.00,
Les Carmes prennent possession du collège de Dace.,1386.00,1386.00,
Un sergent du Châtelet extirpe par la force deux écoliers réfugiés chez les Carmes.,1387.00,1387.00,
L'évêque condamne les propos du dominicain Monzon niant l'Immaculée Conception.,1387.00,1387.00,
"Pour cause d'épidémie, l'ouverture du parlement est reportée au 2 janvier.",1387.00,1387.00,
Arrêt relatif aux prostituées de la rue Baillehoe.,1388.00,1388.00,
Charles VI renvoie ses oncles et rappelle les conseillers de son père [les Marmousets].,1388.00,1388.00,
L'évêque de Paris restitue à la Chambre des comptes les sceaux de la Ville de Paris.,1388.00,1388.00,
Le prévôt Audoin Chauveron est démis de ses fonctions et emprisonné sans jugement.,1389.00,1389.00,
Jean de Folleville est nommé prévôt de Paris.,1389.00,1389.00,
Le roi nomme Jean Jouvenel « garde de la prévôté des marchands pour le roi »,1389.00,1389.00,
Le roi demande au prévôt de prendre des mesures pour la réfection du pavage des rues,1389.00,1389.00,
"Suite à l'affaire Monzon, l'Université prononce l'exclusion de l'ordre des Dominicains.",1389.00,1389.00,
L'aristocratie parisienne se rend à Saint-Denis pour le tournoi des princes d'Anjou.,1389.00,1389.00,
Les mêmes assistent à la cérémonie funèbre en l'honneur de Du Guesclin.,1389.00,1389.00,
Grandes fêtes pour l'entrée d'Isabeau de Bavière qui arrive pour son couronnement.,1389.00,1389.00,
Grand-messe à la Sainte-Chapelle pour le couronnement de la reine.,1389.00,1389.00,
Des notables bourgeois viennent à l'hôtel Saint-Pol porter des présents pour la reine.,1389.00,1389.00,
Grandes joutes des chevaliers et des écuyers.,1389.00,1389.00,
Le roi donne un grand souper à toutes les dames de la noblesse présentes à Paris.,1389.00,1389.00,
Pierre d'Ailly est nommé chancelier de l'Université.,1389.00,1389.00,
"Catherine de Roquier est brulée vive, condamnée pour ""maquerelie"".",1389.00,1389.00,
"Naissance au Palais d'Isabelle, deuxième fille du couple royal.",1389.00,1389.00,
Le comte d'Alençon cède l'hôtel de Sicile au roi pour les joutes de la rue St-Antoine.,1390.00,1390.00,
"Dans son prêche, Jean Gerson encourage le roi à trouver une solution au schisme.",1391.00,1391.00,
Réjouissances données en l'hôtel Saint-Pol pour les noces de Marie d'Harcourt.,1391.00,1391.00,
"Aux Halles, le voleur et pillard Mérigot Marchès est décapité puis démembré.",1391.00,1391.00,
"Jeanne de Brigue, dite la Cordelière, condamnée pour sorcellerie, finit sur le bûcher.",1391.00,1391.00,
"Naissance en l'hôtel Saint-Pol de Charles, deuxième fils du couple royal.",1392.00,1392.00,
Grande fête à l'hôtel Saint-Pol. Le connétable Olivier de Clisson y participe.,1392.00,1392.00,
"Tôt ce matin, Pierre de Craon a tenté de faire tuer le connétable Olivier de Clisson.",1392.00,1392.00,
Des processions sont organisées pour la guérison du roi touché par une crise de folie.,1392.00,1392.00,
Les ministres du roi La Rivière et Le Mercier sont enfermés à la Bastille.,1392.00,1392.00,
Le roi assiste au transfert du corps de saint Denis dans une nouvelle chasse d'or.,1392.00,1392.00,
Effondrement du Petit-Pont.,1393.00,1393.00,
Louis de Montaigu consent à la fondation d'un collège à condition qu'il porte son nom,1393.00,1393.00,
Quatre personnes périssent brûlées lors d'un charivari donné en l'hôtel Saint-Pol.,1393.00,1393.00,
Les oncles du roi organisent une procession pour calmer la colère populaire.,1393.00,1393.00,
Jeanne de Bourgogne fait sortir de prison La Rivière et Le Mercier.,1393.00,1393.00,
Le vie universitaire est agitée par les débats sur le schisme.,1393.00,1393.00,
Effusion de sang à l'église Saint-Merry entre un vicaire et un chapelain.,1393.00,1393.00,
Il est décidé que les livres hérétiques de Bertrand Bonfils seront brûlés par l'évêque.,1393.00,1393.00,
Le roi subit une deuxième crise de folie.,1393.00,1393.00,
Processions et prières publiques pour la guérison du roi.,1393.00,1393.00,
"Rapt et viol de la veuve Ysabelet des Champions par 4 hommes, rue de la Huchette.",1393.00,1393.00,
Le roi a recouvré la santé.,1394.00,1394.00,
Retour du roi à Paris après son pèlerinage au Mont-Saint-Michel.,1394.00,1394.00,
Charles VI et Raymond du Temple posent la première pierre du nouveau Petit-Pont.,1394.00,1394.00,
"Par lettre, l'Université notifie au roi ses positions pour mettre fin au schisme.",1394.00,1394.00,
Ordonnance d'expulsion générale des Juifs du royaume.,1394.00,1394.00,
On apprend la mort du pape Clément VII : c'est un espoir pour la fin du schisme.,1394.00,1394.00,
L'Université va demander aux cardinaux de différer l'élection du nouveau pape.,1394.00,1394.00,
"Naissance en l'hôtel Saint-Pol de Michelle, cinquième fille du couple royal.",1395.00,1395.00,
"Aux Mathurins, ouverture d'une grande assemblée pour résoudre la crise de l'Église.",1395.00,1395.00,
Le roi est de retour à Paris après un pèlerinage au Puy.,1395.00,1395.00,
Jean de Gerson succède à Pierre d'Ailly comme chancelier de l'Université.,1395.00,1395.00,
Départ pour Avignon d'une ambassade devant demander à Benoît XIII de se retirer.,1395.00,1395.00,
Une ambassade du roi de Hongrie vient à Paris demander une aide contre les Turcs.,1395.00,1395.00,
L'Université préconise la soustraction d'obédience au pape.,1395.00,1395.00,
Charles VI est frappé par une troisième crise de folie.,1395.00,1395.00,
Les processions pour le roi sont cantonnées à Notre-Dame pour cause de neige. ,1395.00,1395.00,
Nombreuses processions pour la guérison du roi.,1395.00,1395.00,
Les moines de Saint-Denis arrivent en procession à la sainte-Chapelle.,1396.00,1396.00,
Nouvelle processions pour la guérison du roi.,1396.00,1396.00,
Le roi recouvre la santé.,1396.00,1396.00,
Signature d'un contrat pour le mariage du roi d'Angleterre avec Isabelle de France.,1396.00,1396.00,
Charles VI ratifie le renouvellement de la trêve avec Richard II.,1396.00,1396.00,
"La femme de Louis d'Orléans, soupçonnée d'avoir empoisonné le roi, quitte Paris.",1396.00,1396.00,
Une tempête détériore de nombreuses toitures.,1396.00,1396.00,
Le roi apprend la défaite catastrophique de son armée à Nicopolis contre les Turcs.,1396.00,1396.00,
"Naissance en l'hôtel Saint-Pol de Louis, troisième fils du couple royal.",1397.00,1397.00,
Le roi est touché par une quatrième crise de folie.,1397.00,1397.00,
Charles VI connait une courte rémission de sa maladie.,1397.00,1397.00,
Le roi et la reine mènent leur fille Marie au couvent de Poissy où elle prendra le voile.,1397.00,1397.00,
Dédicace de l'église des Blancs-Manteaux après sa reconstruction.,1397.00,1397.00,
Le roi convoque à Paris tous les prélats du royaume.,1398.00,1398.00,
Grande assemblée du clergé au sujet du schisme.,1398.00,1398.00,
Un grand discours de Pierre Plaoul clôture l'assemblée du clergé.,1398.00,1398.00,
"Aux Mathurins, prélats, universitaires et ducs votent pour la soustraction d'obédience.",1398.00,1398.00,
On annonce officiellement que la France se retire de l'obédience de Benoît XIII.,1398.00,1398.00,
"Naissance en l'hôtel Saint-Pol de Jean, quatrième fils du couple royal.",1398.00,1398.00,
La faculté de théologie condamne solennellement l'utilisation de la magie.,1398.00,1398.00,
"Deux mages, ayant prétendu à tord pouvoir guérir le roi, sont décapités.",1398.00,1398.00,
"Blanche, veuve du roi Philippe VI, donne aux Carmes un clou de la Passion.",1398.00,1398.00,
"Reçu chevalier, Jean de Montagu est maintenant nommé capitaine de la Bastille.",1398.00,1398.00,
"N'ayant pas pu guérir le roi, le sorcier Jean Cimar est décapité puis écartelé.",1398.00,1398.00,
Répit dans la maladie du roi.,1399.00,1399.00,
Les pluies continuelles entraînent inondations et épidémie.,1399.00,1399.00,
Le roi demande à nouveau au prévôt de veiller au pavage des rues de Paris.,1399.00,1399.00,
Une comète traverse le ciel de Paris pendant huit nuits consécutives.,1399.00,1399.00,
Charles Culdoë succède à Jean Jouvenel à l'Hôtel de Ville.,1400.00,1400.00,
Louis d'Évreux meurt subitement au cours d'un dîner en l'hôtel de Nesle.,1400.00,1400.00,
Charles VI a retrouvé toute sa tête après plusieurs mois de démence.,1400.00,1400.00,
"Grand festin en l'hôtel de Nesle pour le mariage de Marie, fille du duc de Berry.",1400.00,1400.00,
"Guillaume de Dormans, archevêque de sens, vient visiter le collège de Beauvais.",1400.00,1400.00,
"Décès de Charles, second fils du roi.",1401.00,1401.00,
Le roi tombe à nouveau malade.,1401.00,1401.00,
Charles VI est rétabli.,1401.00,1401.00,
Guillaume de Tignonville est appelé au poste de prévôt de Paris.,1401.00,1401.00,
"Dans ses sermons, Jean Gerson critique sévèrement le Roman de la Rose.",1401.00,1401.00,
"Naissance en l'hôtel Saint-Pol de Catherine, sixième fille du couple royal.",1401.00,1401.00,
"Entrée à Paris du duc de Bourgogne et de six cents chevaliers, écuyers et arbalétriers.",1401.00,1401.00,
La reine Isabeau s'installe en l'hôtel Barbette qu'elle vient d'acheter.,1401.00,1401.00,
Louis d'Orléans et le duc Philippe le Hardi se réconcilient publiquement.,1402.00,1402.00,
Philippe le Hardi quitte Paris.,1402.00,1402.00,
Jean Courtecuisse plaide la soustraction d'obédience devant le Conseil royal.,1402.00,1402.00,
Le roi affecte le Petit Chatelet au logement du prévôt de Paris.,1402.00,1402.00,
"Louis d'Orléans, alors maitre du gouvernement, annonce la levée d'un impôt général.",1402.00,1402.00,
Charles VI autorise les Confrères de la Passion à faire des représentations en public.,1402.00,1402.00,
"Naissance en l'hôtel Saint-Pol de Charles [futur Charles VII], cinquième fils du roi.",1403.00,1403.00,
Le roi va remercier Dieu à Notre-Dame pour la naissance de Charles.,1403.00,1403.00,
Le roi recouvre la santé.,1403.00,1403.00,
Le roi donne plein pouvoir à la reine en cas d'incapacité de sa part.,1403.00,1403.00,
Charles VI reçoit le serment de fidélité des membres des Chambres du Parlement.,1403.00,1403.00,
"Le corps de Jean de Popincourt, mort la veille, est convoyé par les parlementaires.",1403.00,1403.00,
Le duc d'Orléans obtient que la France restitue son obédience au pape.,1403.00,1403.00,
Le roi tombe à nouveau malade.,1403.00,1403.00,
"Aux Mathurins, l'assemblée générale de l'Université réintègre les Dominicains.",1403.00,1403.00,
Le roi se rétablit.,1403.00,1403.00,
Nouvelle crise pour le roi.,1403.00,1403.00,
Les deux sorciers qui s'étaient vantés de guérir le roi sont brulés publiquement.,1404.00,1404.00,
"Les gens du Parlement, comme tous les Parisiens, sont touchés par la bronchite.",1404.00,1404.00,
Louis d'Orléans fait dire une messe aux Célestins pour la mort de Philippe le Hardi.,1404.00,1404.00,
Le duc de Berry offre l'hôtel du Porc-épic à Jean de Montagu.,1404.00,1404.00,
"Devant Sainte-Catherine, sévère rixe entre écoliers et les gens de Charles de Savoisy.",1404.00,1404.00,
"Condamnation et bannissement de Ch. de Savoisy, suite aux événements du 14 juillet.",1404.00,1404.00,
L'hôtel de Charles de Savoisy est démoli sur ordre du roi.,1404.00,1404.00,
Le duc d'Orléans ordonne la levée d'un nouvel impôt pour lutter contre les Anglais.,1405.00,1405.00,
L'hostilité des Parisiens envers Isabeau de Bavière ne fait que croître.,1405.00,1405.00,
"Dans ses sermons, Jacques Legrand dénonce les vices des gouvernants du royaume.",1405.00,1405.00,
Le roi retombe malade.,1405.00,1405.00,
"Le notaire Montragoux est assassiné rue de la Harpe, victime d'une vengeance.",1405.00,1405.00,
Le roi rend à la prévôté des marchands une partie de ses droits et revenus.,1405.00,1405.00,
Jean sans Peur rejoint le dauphin et le ramène à Paris.,1405.00,1405.00,
Le duc de Berry se fait nommer par le roi capitaine général de Paris.,1405.00,1405.00,
Grande procession du clergé pour le retour de la paix.,1405.00,1405.00,
"Les portes du Temple, de Saint-Martin et de Montmartre sont murées.",1405.00,1405.00,
On demande aux Parisiens de s'armer pour garder leur bonne ville.,1405.00,1405.00,
Des mesures défensives sont prises contre l'arrivée des troupes du duc d'Orléans.,1405.00,1405.00,
"Entre deux crises, le roi se rend à l'abbaye de Saint-Denis.",1405.00,1405.00,
Des émeutes ont lieu dans Paris à cause de simples rumeurs.,1405.00,1405.00,
Le roi charge son épouse de servir de médiatrice entre les deux ducs.,1405.00,1405.00,
Réconciliation entre les ducs d'Orléans et de Bourgogne.,1405.00,1405.00,
"Entrée à Paris des ducs d'Orléans, de Bourgogne et de Berry et de la reine Isabeau.",1405.00,1405.00,
"Au Louvre devant la Cour, Jean Gerson discourt pour exiger des réformes politiques.",1405.00,1405.00,
La reine Isabeau et Louis d'Orléans signent un pacte contre les ennemis du roi.,1405.00,1405.00,
Louis d'Orléans place ses fidèles au Conseil du roi.,1406.00,1406.00,
"Au Parlement, deux théologiens argumentent en faveur de la soustraction d'obédience",1406.00,1406.00,
"Tôt le matin, une éclipse totale obscurcit le ciel de Paris.",1406.00,1406.00,
Violente tempête de grêle au nord de Paris.,1406.00,1406.00,
Le Parlement condamne l'Épître des Toulousains défendant le pape.,1406.00,1406.00,
Achèvement de la reconstruction du Petit-Pont.,1406.00,1406.00,
Procès des gens du duc de Berry après le pillage de l'hôtel de la Bannière.,1406.00,1406.00,
"A la demande de l'Université, le Parlement condamne la fiscalité pontificale.",1406.00,1406.00,
Charles de Savoisy est autorisé à revenir à Paris et à reconstruire son hôtel.,1406.00,1406.00,
Charles VI autorise les bouchers à fonder une confrérie en l'honneur de la Nativité.,1406.00,1406.00,
"Nicolas Flamel fait construire une maison pour les indigents, rue de Montmorency.",1406.00,1406.00,
Nouveau synode des prélats et des universitaires au sujet du schisme.,1406.00,1406.00,
L'évêque authentifie la relique de saint Denis conservée à Notre-Dame.,1406.00,1406.00,
Le roi interdit toutes discussions sur l'authenticité des deux crânes de saint Denis.,,,
Le synode vote la soustraction d'obédience limitée aux affaires temporelles.,1407.00,1407.00,
